,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,"Malvern, Rouge",43.8066863,-79.1943534,Wendy’s,43.80744841934756,-79.19905558052072,Fast Food Restaurant
1,"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.1604971,Royal Canadian Legion,43.78253332838298,-79.16308473261682,Bar
2,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,RBC Royal Bank,43.76678992471017,-79.19115118872593,Bank
3,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,G & G Electronics,43.765309,-79.191537,Electronics Store
4,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Sail Sushi,43.765951,-79.191275,Restaurant
5,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Big Bite Burrito,43.766299084470795,-79.19071980583941,Mexican Restaurant
6,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Enterprise Rent-A-Car,43.7640757,-79.1934057,Rental Car Location
7,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Woburn Medical Centre,43.766631153138455,-79.19228553771973,Medical Center
8,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Lawrence Ave E & Kingston Rd,43.767704,-79.18949,Intersection
9,"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Eggsmart,43.7678,-79.190466,Breakfast Spot
10,Woburn,43.7709921,-79.2169174,Starbucks,43.770037201625215,-79.22115586641958,Coffee Shop
11,Woburn,43.7709921,-79.2169174,Tim Hortons,43.7708270725628,-79.22307810384153,Coffee Shop
12,Woburn,43.7709921,-79.2169174,Korean Grill House,43.7708117291354,-79.21450208834013,Korean BBQ Restaurant
13,Woburn,43.7709921,-79.2169174,Toronto Ali Sami Yen Spor Kompleksi (Lionhill),43.76767,-79.21821,Soccer Field
14,Cedarbrae,43.773136,-79.2394761,Federick Restaurant,43.77469659057996,-79.24114242818267,Hakka Restaurant
15,Cedarbrae,43.773136,-79.2394761,Drupati's Roti & Doubles,43.775222138791534,-79.24167761001029,Caribbean Restaurant
16,Cedarbrae,43.773136,-79.2394761,Thai One On,43.77446763641413,-79.24126833717742,Thai Restaurant
17,Cedarbrae,43.773136,-79.2394761,Centennial Recreation Centre,43.77459330890341,-79.23649962433035,Athletics & Sports
18,Cedarbrae,43.773136,-79.2394761,TD Canada Trust,43.7748302,-79.2412514,Bank
19,Cedarbrae,43.773136,-79.2394761,B&A Bakery,43.77439074389114,-79.24387684648542,Bakery
20,Cedarbrae,43.773136,-79.2394761,Petro-Canada,43.774106,-79.243097,Gas Station
21,Cedarbrae,43.773136,-79.2394761,The Avenue,43.77243726897931,-79.24196241109247,Lounge
22,Cedarbrae,43.773136,-79.2394761,Popeyes Louisiana Kitchen,43.7759298356196,-79.23532833470263,Fried Chicken Joint
23,Scarborough Village,43.7447342,-79.2394761,McCowan Park,43.74508851212816,-79.239335687338,Playground
24,"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Giant Tiger,43.72744662939136,-79.26624035854763,Department Store
25,"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Tim Hortons,43.72689508691926,-79.26615692675114,Coffee Shop
26,"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Dollarama,43.72659620252377,-79.26682995710473,Discount Store
27,"Golden Mile, Clairlea, Oakridge",43.7111117,-79.2845772,Dairy Queen,43.71037770465013,-79.29070115089417,Ice Cream Shop
28,"Golden Mile, Clairlea, Oakridge",43.7111117,-79.2845772,Warden Ave & St. Clair Ave E,43.71205669347002,-79.28100496530533,Intersection
29,"Golden Mile, Clairlea, Oakridge",43.7111117,-79.2845772,Warden Station Bus Loop,43.71124084776515,-79.27957605867647,Bus Station
30,"Golden Mile, Clairlea, Oakridge",43.7111117,-79.2845772,TTC Bus 102 Markham Road,43.711381420906115,-79.27958752636661,Bus Line
31,"Golden Mile, Clairlea, Oakridge",43.7111117,-79.2845772,Bakery On The Go,43.711270905205765,-79.27950587661704,Bakery
32,"Golden Mile, Clairlea, Oakridge",43.7111117,-79.2845772,Cafe on the go,43.71115104374148,-79.27946923512921,Bakery
33,"Golden Mile, Clairlea, Oakridge",43.7111117,-79.2845772,Warden Woods Park,43.71052711027375,-79.27896551895955,Park
34,"Golden Mile, Clairlea, Oakridge",43.7111117,-79.2845772,Clairlea Futbol Centre,43.71523429184505,-79.28650639185544,Soccer Field
35,"Cliffside, Cliffcrest, Scarborough Village West",43.716316,-79.2394761,Have A Nap Motel,43.718256,-79.240135,Motel
36,"Cliffside, Cliffcrest, Scarborough Village West",43.716316,-79.2394761,Vincent's Spot,43.71700152544261,-79.24235338465942,American Restaurant
37,"Cliffside, Cliffcrest, Scarborough Village West",43.716316,-79.2394761,eastville,43.71681533169394,-79.23603703506208,Skating Rink
38,"Birch Cliff, Cliffside West",43.692657,-79.2648481,The Birchcliff,43.69166644406541,-79.26453158481682,Café
39,"Birch Cliff, Cliffside West",43.692657,-79.2648481,Birchmount Community Centre,43.69517507509799,-79.26216087070237,General Entertainment
40,"Birch Cliff, Cliffside West",43.692657,-79.2648481,Scarborough Gardens,43.6946465192162,-79.26223031725522,Skating Rink
41,"Birch Cliff, Cliffside West",43.692657,-79.2648481,Birchmount Stadium,43.695322867712626,-79.26129341125488,College Stadium
42,"Dorset Park, Wexford Heights, Scarborough Town Centre",43.7574096,-79.273304,Kim Kim restaurant,43.75383283792732,-79.27661122245037,Chinese Restaurant
43,"Dorset Park, Wexford Heights, Scarborough Town Centre",43.7574096,-79.273304,Kairali,43.754914739291834,-79.27694504646365,Indian Restaurant
44,"Dorset Park, Wexford Heights, Scarborough Town Centre",43.7574096,-79.273304,Karaikudi Chettinad South Indian Restaurant,43.756041539453136,-79.27627591942013,Indian Restaurant
45,"Dorset Park, Wexford Heights, Scarborough Town Centre",43.7574096,-79.273304,Pho Vietnam,43.757770305647185,-79.27857193068989,Vietnamese Restaurant
46,"Dorset Park, Wexford Heights, Scarborough Town Centre",43.7574096,-79.273304,Big Al's Pet Supercentre,43.75927894411595,-79.27832544749343,Pet Store
47,"Dorset Park, Wexford Heights, Scarborough Town Centre",43.7574096,-79.273304,Blinds To Go,43.757146885289295,-79.27807331085205,Furniture / Home Store
48,"Wexford, Maryvale",43.7500715,-79.2958491,Crown Pastries,43.746098,-79.293142,Bakery
49,"Wexford, Maryvale",43.7500715,-79.2958491,Subway,43.746267251959516,-79.29319313129918,Sandwich Place
50,"Wexford, Maryvale",43.7500715,-79.2958491,Lebanese bakery,43.74670137305754,-79.29289639281615,Middle Eastern Restaurant
51,"Wexford, Maryvale",43.7500715,-79.2958491,Frank's Smoke Shop,43.74589,-79.29494,Smoke Shop
52,"Wexford, Maryvale",43.7500715,-79.2958491,Scarborough Garage Door Repair,43.75128820404063,-79.30150777101517,Auto Garage
53,"Wexford, Maryvale",43.7500715,-79.2958491,Sequoia Lounge,43.74564498729392,-79.29573737087405,Middle Eastern Restaurant
54,Agincourt,43.7942003,-79.2620294,Panagio's Breakfast & Lunch,43.79237001092506,-79.26020325805978,Breakfast Spot
55,Agincourt,43.7942003,-79.2620294,El Pulgarcito,43.792647695283875,-79.25920775335268,Latin American Restaurant
56,Agincourt,43.7942003,-79.2620294,Twilight,43.791999483291015,-79.25858447143591,Lounge
57,Agincourt,43.7942003,-79.2620294,Mark's,43.791178865505806,-79.25971427359902,Clothing Store
58,"Clarks Corners, Tam O'Shanter, Sullivan",43.7816375,-79.3043021,Remezzo Italian Bistro,43.778649,-79.308264,Italian Restaurant
59,"Clarks Corners, Tam O'Shanter, Sullivan",43.7816375,-79.3043021,The Royal Chinese Restaurant 避風塘小炒,43.78050473445372,-79.29884391314476,Chinese Restaurant
60,"Clarks Corners, Tam O'Shanter, Sullivan",43.7816375,-79.3043021,Kub Khao,43.780437780734204,-79.2998370364667,Thai Restaurant
61,"Clarks Corners, Tam O'Shanter, Sullivan",43.7816375,-79.3043021,Eight Noodles,43.77823412485005,-79.30829897588661,Noodle House
62,"Clarks Corners, Tam O'Shanter, Sullivan",43.7816375,-79.3043021,TD Canada Trust,43.7791686,-79.3036167,Bank
63,"Clarks Corners, Tam O'Shanter, Sullivan",43.7816375,-79.3043021,Petro-Canada,43.779337,-79.307682,Gas Station
64,"Clarks Corners, Tam O'Shanter, Sullivan",43.7816375,-79.3043021,KFC,43.7804,-79.3007,Fast Food Restaurant
65,"Clarks Corners, Tam O'Shanter, Sullivan",43.7816375,-79.3043021,Popeyes Louisiana Kitchen,43.780476,-79.29846,Fried Chicken Joint
66,"Clarks Corners, Tam O'Shanter, Sullivan",43.7816375,-79.3043021,Little Caesars Pizza,43.78056271894292,-79.2986242771319,Pizza Place
67,"Clarks Corners, Tam O'Shanter, Sullivan",43.7816375,-79.3043021,Warden Ave. & Sheppard Ave. E,43.77850036394506,-79.30767709893647,Intersection
68,"Clarks Corners, Tam O'Shanter, Sullivan",43.7816375,-79.3043021,A&W Canada,43.780327,-79.29906,Fast Food Restaurant
69,"Clarks Corners, Tam O'Shanter, Sullivan",43.7816375,-79.3043021,Gusto Pizza,43.78360724036883,-79.29898327417831,Pizza Place
70,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",43.8152522,-79.2845772,McNicoll & Brimley,43.815460842842725,-79.28171615206458,Intersection
71,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",43.8152522,-79.2845772,Port Royal Park,43.815477,-79.289773,Park
72,"Milliken, Agincourt North, Steeles East, L'Amoreaux East",43.8152522,-79.2845772,Milliken Public School Playground,43.81538282984429,-79.2898673242174,Playground
73,"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,Mr Congee Chinese Cuisine 龍粥記,43.798878792587615,-79.3183345011537,Chinese Restaurant
74,"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,RBC Royal Bank,43.798235996624136,-79.31795225759826,Bank
75,"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,Subway,43.79867122318589,-79.31847549171897,Sandwich Place
76,"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,KFC,43.7989384013184,-79.31885368338149,Fast Food Restaurant
77,"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,Shoppers Drug Mart,43.799966,-79.317985,Pharmacy
78,"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,Tim Hortons,43.7991018,-79.3187148,Coffee Shop
79,"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,Metro,43.79782980719172,-79.31849151849747,Supermarket
80,"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,Pizza Pizza,43.79790927666095,-79.31811332702635,Pizza Place
81,"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,Eggsmart,43.796375,-79.318681,Breakfast Spot
82,"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,One's Better Living,43.798866,-79.31859,Furniture / Home Store
83,"Steeles West, L'Amoreaux West",43.7995252,-79.3183887,Bulk Food Stop,43.79905847489438,-79.31845752716555,Grocery Store
84,Hillcrest Village,43.8037622,-79.3634517,New York Fries,43.80366383775661,-79.36390544874158,Fast Food Restaurant
85,Hillcrest Village,43.8037622,-79.3634517,Eagle's Nest Golf Club,43.805454826002794,-79.36418592243415,Golf Course
86,Hillcrest Village,43.8037622,-79.3634517,AY Jackson Pool,43.804515413699576,-79.36613821581467,Pool
87,Hillcrest Village,43.8037622,-79.3634517,Villa Madina,43.80168506227364,-79.36393844569061,Mediterranean Restaurant
88,Hillcrest Village,43.8037622,-79.3634517,Duncan Creek Park,43.80553928816196,-79.36069456944033,Dog Run
89,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,The LEGO Store,43.77820727238842,-79.34348299621146,Toy / Game Store
90,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Michel's Baguette,43.77708227220403,-79.34455653003414,Bakery
91,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,CF Fairview Mall,43.77798094562394,-79.3443966988859,Shopping Mall
92,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Apple Fairview,43.7778832,-79.3437891,Electronics Store
93,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Purdys Chocolatier,43.77816,-79.344154,Chocolate Shop
94,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,De Berardini's,43.77806925637981,-79.34264197549473,Salon / Barbershop
95,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,SilverCity,43.77868093228815,-79.3440850072426,Movie Theater
96,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Hero Certified Burgers,43.7772948385197,-79.34458372068603,Burger Joint
97,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Booster Juice,43.77742786,-79.3449699,Juice Bar
98,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,New York Fries - Fairview Mall,43.77860499015611,-79.34357713182652,Restaurant
99,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Aroma Espresso Bar,43.777700197902725,-79.34465166972005,Coffee Shop
100,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Moxie's Classic Grill,43.777778810576905,-79.34318499889385,American Restaurant
101,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,H&M,43.77754859086118,-79.34560423018411,Clothing Store
102,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Shoppers Drug Mart,43.77817,-79.345014,Pharmacy
103,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Starbucks,43.77799,-79.344091,Coffee Shop
104,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Fairview Library Theatre,43.779018057023805,-79.34652599431665,Theater
105,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Old Navy,43.7779901,-79.3440914,Clothing Store
106,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Ten Ren's Tea Time,43.777158444629066,-79.34453087278449,Juice Bar
107,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Hudson's Bay,43.777830351654046,-79.34304327486974,Department Store
108,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,RBC Royal Bank,43.777303882018465,-79.3446527392512,Bank
109,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,TD Canada Trust,43.777763,-79.345974,Bank
110,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,LCBO,43.77895496200283,-79.34504796258686,Liquor Store
111,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Fairview Mall Food Garden,43.77836930887007,-79.34321606591291,Food Court
112,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Thai Express,43.77799,-79.344091,Restaurant
113,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.777964,-79.344715,Coffee Shop
114,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.7749925,-79.3463027,Coffee Shop
115,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tommy Hilfiger,43.77742747193735,-79.34589327979445,Clothing Store
116,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Heart Sushi,43.777203,-79.343805,Japanese Restaurant
117,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tim Hortons,43.77524918178477,-79.34773966670036,Coffee Shop
118,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,EB Games,43.7781866230844,-79.3433096596408,Video Game Store
119,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,KFC,43.7776,-79.3442,Fast Food Restaurant
120,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Spring Rolls,43.777350695180374,-79.34397727347279,Asian Restaurant
121,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Hollister Co.,43.778088689883695,-79.34370423838938,Clothing Store
122,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Zara,43.777961241763556,-79.34469070057258,Clothing Store
123,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,SEPHORA,43.7784228,-79.3437426,Cosmetics Shop
124,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Z•teca,43.777216678163484,-79.3444011179068,Burrito Place
125,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Bourbon St. Grill,43.77827649168577,-79.34324149162853,Fast Food Restaurant
126,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,SportChek,43.777760996766865,-79.34315772052062,Sporting Goods Shop
127,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,McDonald's,43.7784074,-79.3435742,Fast Food Restaurant
128,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,St. Louis Bar & Grill,43.77721460733997,-79.34508093497027,Bar
129,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Forever XXI,43.778289762312255,-79.34330244159452,Clothing Store
130,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Rogers,43.77780232074048,-79.34464042531508,Mobile Phone Shop
131,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,BCBG Max Azria,43.77696607091188,-79.34701924857568,Boutique
132,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Showcase,43.77877182143177,-79.34431968978073,Miscellaneous Shop
133,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Garage Clothing,43.77695171853015,-79.34700906250485,Clothing Store
134,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Calvin Klein,43.777569,-79.345022,Clothing Store
135,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Teaopia,43.77874324350523,-79.34451221242404,Tea Room
136,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,GNC,43.77843789497575,-79.344162940979,Supplement Shop
137,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Le Château,43.777764595776006,-79.34474873969704,Clothing Store
138,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,La Senza,43.77751080284717,-79.34570729132561,Lingerie Store
139,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Nine West,43.77805192489,-79.34367061050186,Shoe Store
140,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Bentley,43.77824084141985,-79.34353859382264,Luggage Store
141,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Virgin Mobile,43.777767624066016,-79.34359360079512,Mobile Phone Shop
142,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Aéropostale,43.77828083022019,-79.34342473513604,Clothing Store
143,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Peoples Jewellers,43.7780567,-79.3434308,Jewelry Store
144,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Jimmy The Greek,43.77824451598338,-79.34332200351092,Greek Restaurant
145,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Grill It Up,43.77826768921672,-79.34330442089535,Food Court
146,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Manchu Wok,43.77822514623288,-79.34330206344342,Chinese Restaurant
147,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Mr Sub,43.77825560280745,-79.34325028086052,Sandwich Place
148,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Taco Bell,43.77861083632695,-79.34318593865498,Restaurant
149,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Tonyc Salon & Spa,43.778299876471415,-79.34318324796638,Spa
150,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Teriyaki Experience,43.77832992258357,-79.34310953832035,Japanese Restaurant
151,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Yoi,43.778244,-79.34301,Japanese Restaurant
152,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Fit For Life,43.77935234078756,-79.35056822110249,Fast Food Restaurant
153,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Circle K,43.7754422,-79.3478394,Convenience Store
154,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Don Mills & Sheppard,43.77532334196787,-79.34699846901431,Intersection
155,"Fairview, Henry Farm, Oriole",43.7785175,-79.3465557,Oriole Park,43.78081676843454,-79.35132725701995,Baseball Field
156,Bayview Village,43.7869473,-79.385975,Sun Star Chinese Cuisine 翠景小炒,43.78791448422642,-79.38123404311649,Chinese Restaurant
157,Bayview Village,43.7869473,-79.385975,TD Canada Trust,43.7880740139986,-79.38036672770977,Bank
158,Bayview Village,43.7869473,-79.385975,Maxim's Cafe and Patisserie,43.78786337669778,-79.38075094208715,Café
159,Bayview Village,43.7869473,-79.385975,Kaga Sushi,43.78775840092113,-79.38108976991016,Japanese Restaurant
160,"Willowdale, Newtonbrook",43.789053,-79.4084928,Newtonbrook Park,43.786942,-79.410022,Park
161,"Willowdale, Willowdale East",43.7701199,-79.4084928,Loblaws,43.768722,-79.412101,Grocery Store
162,"Willowdale, Willowdale East",43.7701199,-79.4084928,Cineplex Cinemas,43.76862539839479,-79.41261307104753,Movie Theater
163,"Willowdale, Willowdale East",43.7701199,-79.4084928,Konjiki Ramen,43.76699771023422,-79.41222209328754,Ramen Restaurant
164,"Willowdale, Willowdale East",43.7701199,-79.4084928,Saryo,43.76697902009232,-79.41220491675689,Café
165,"Willowdale, Willowdale East",43.7701199,-79.4084928,The Keg,43.7665789176648,-79.41213141222555,Steakhouse
166,"Willowdale, Willowdale East",43.7701199,-79.4084928,Starbucks,43.768353,-79.413046,Coffee Shop
167,"Willowdale, Willowdale East",43.7701199,-79.4084928,Aroma Espresso Bar,43.76944882099181,-79.41308107735675,Café
168,"Willowdale, Willowdale East",43.7701199,-79.4084928,Mel Lastman Square,43.76770145783431,-79.41297541544051,Plaza
169,"Willowdale, Willowdale East",43.7701199,-79.4084928,Wako Sushi + Bar,43.77080606720809,-79.41313811956255,Japanese Restaurant
170,"Willowdale, Willowdale East",43.7701199,-79.4084928,Empress Walk,43.768540252857974,-79.4126707082784,Shopping Mall
171,"Willowdale, Willowdale East",43.7701199,-79.4084928,Booster Juice,43.76889,-79.4129899,Juice Bar
172,"Willowdale, Willowdale East",43.7701199,-79.4084928,Dairy Queen,43.76701557770687,-79.4120009150447,Ice Cream Shop
173,"Willowdale, Willowdale East",43.7701199,-79.4084928,Aura,43.766012799364795,-79.41081286441447,Lounge
174,"Willowdale, Willowdale East",43.7701199,-79.4084928,Aburi Room,43.769197,-79.414039,Sushi Restaurant
175,"Willowdale, Willowdale East",43.7701199,-79.4084928,PetSmart,43.769139,-79.412522,Pet Store
176,"Willowdale, Willowdale East",43.7701199,-79.4084928,Starbucks,43.768464,-79.414017,Coffee Shop
177,"Willowdale, Willowdale East",43.7701199,-79.4084928,Michaels,43.76724487394571,-79.41197372883607,Arts & Crafts Store
178,"Willowdale, Willowdale East",43.7701199,-79.4084928,Subway,43.768507,-79.41398454232785,Sandwich Place
179,"Willowdale, Willowdale East",43.7701199,-79.4084928,Ajisen Ramen 味千ラーメン,43.771444,-79.413139,Ramen Restaurant
180,"Willowdale, Willowdale East",43.7701199,-79.4084928,Best Buy,43.76811518063931,-79.4126082683499,Electronics Store
181,"Willowdale, Willowdale East",43.7701199,-79.4084928,Symposium Cafe Restaurant & Lounge,43.77107544003332,-79.41339624610163,Restaurant
182,"Willowdale, Willowdale East",43.7701199,-79.4084928,Wendy’s,43.76846127243853,-79.4123771060805,Fast Food Restaurant
183,"Willowdale, Willowdale East",43.7701199,-79.4084928,TD Canada Trust,43.770582211105484,-79.41373685724197,Bank
184,"Willowdale, Willowdale East",43.7701199,-79.4084928,Shawarma Max,43.76601170897119,-79.41084443679077,Middle Eastern Restaurant
185,"Willowdale, Willowdale East",43.7701199,-79.4084928,Boston Pizza,43.76966566980136,-79.41305666054794,Pizza Place
186,"Willowdale, Willowdale East",43.7701199,-79.4084928,Kinton Ramen,43.76968375926793,-79.41304877291766,Ramen Restaurant
187,"Willowdale, Willowdale East",43.7701199,-79.4084928,Dollarama,43.768722,-79.412101,Discount Store
188,"Willowdale, Willowdale East",43.7701199,-79.4084928,Subway,43.77140090446779,-79.41345717293876,Sandwich Place
189,"Willowdale, Willowdale East",43.7701199,-79.4084928,Pho 88 Vietnamese Cuisine,43.77045596393368,-79.41306424537943,Vietnamese Restaurant
190,"Willowdale, Willowdale East",43.7701199,-79.4084928,Ten Ren's Tea Time 喫茶新饌,43.769574852327395,-79.41259669370922,Bubble Tea Shop
191,"Willowdale, Willowdale East",43.7701199,-79.4084928,Freshslice Pizza,43.771353408025305,-79.4134865956423,Pizza Place
192,"Willowdale, Willowdale East",43.7701199,-79.4084928,LCBO,43.76853507582258,-79.41261278722021,Liquor Store
193,"Willowdale, Willowdale East",43.7701199,-79.4084928,Novotel Toronto North York,43.76872304736466,-79.41425730725825,Hotel
194,York Mills West,43.7527583,-79.4000493,Kitchen Food Fair,43.751297901387304,-79.40139340223642,Convenience Store
195,York Mills West,43.7527583,-79.4000493,Tournament Park,43.75125720420175,-79.39971685409546,Park
196,"Willowdale, Willowdale West",43.7827364,-79.4422593,Tov-Li,43.78421369713337,-79.44609771646198,Pizza Place
197,"Willowdale, Willowdale West",43.7827364,-79.4422593,Shoppers Drug Mart,43.784847,-79.446028,Pharmacy
198,"Willowdale, Willowdale West",43.7827364,-79.4422593,Dollarama,43.78467,-79.4466696,Discount Store
199,"Willowdale, Willowdale West",43.7827364,-79.4422593,Tim Hortons,43.7809395,-79.4442308,Coffee Shop
200,"Willowdale, Willowdale West",43.7827364,-79.4422593,Price Chopper,43.783237418498096,-79.44633923214607,Grocery Store
201,"Willowdale, Willowdale West",43.7827364,-79.4422593,Hartman's,43.78431215202778,-79.44621271750725,Butcher
202,Parkwoods,43.7532586,-79.3296565,Brookbanks Park,43.751976046055574,-79.33214044722958,Park
203,Parkwoods,43.7532586,-79.3296565,KFC,43.75438666345904,-79.3330206627504,Fast Food Restaurant
204,Parkwoods,43.7532586,-79.3296565,Variety Store,43.75197441585782,-79.33311418516017,Food & Drink Shop
205,Don Mills,43.7459058,-79.352188,Island Foods,43.745866073988985,-79.34603533317939,Caribbean Restaurant
206,Don Mills,43.7459058,-79.352188,Baretto Caffé,43.74445646349851,-79.34645978471785,Café
207,Don Mills,43.7459058,-79.352188,LA Fitness,43.74766522888878,-79.34707696065234,Gym
208,Don Mills,43.7459058,-79.352188,Gonoe Sushi,43.74573681959921,-79.34599119916211,Japanese Restaurant
209,Don Mills,43.7459058,-79.352188,Elite Basketball Camps,43.748789728,-79.35422793,Athletics & Sports
210,Don Mills,43.7459058,-79.352188,BearCom - Toronto,43.7481899,-79.3489319,Construction & Landscaping
211,Don Mills,43.7258997,-79.340923,Sorento Restaurant,43.72657509457231,-79.34198930569546,Italian Restaurant
212,Don Mills,43.7258997,-79.340923,Fitness Connection,43.72747286430573,-79.34170684305083,Gym
213,Don Mills,43.7258997,-79.340923,Tilley Endurables,43.72703319748601,-79.34292634000684,Clothing Store
214,Don Mills,43.7258997,-79.340923,Swiss Chalet,43.726747353541775,-79.34162487001265,Restaurant
215,Don Mills,43.7258997,-79.340923,Skiis and Biikes,43.726350918006425,-79.34297712786963,Bike Shop
216,Don Mills,43.7258997,-79.340923,Just Hockey Source For Sports,43.72709513128194,-79.34259061584578,Sporting Goods Shop
217,Don Mills,43.7258997,-79.340923,Tim Hortons,43.72289725323043,-79.33911703526974,Coffee Shop
218,Don Mills,43.7258997,-79.340923,Memories of Japan,43.727078,-79.340794,Japanese Restaurant
219,Don Mills,43.7258997,-79.340923,The Beer Store,43.7269871,-79.3414943,Beer Store
220,Don Mills,43.7258997,-79.340923,Japanese Canadian Cultural Centre,43.726429,-79.334971,Art Gallery
221,Don Mills,43.7258997,-79.340923,Oomomo,43.72642908913988,-79.34328336099873,Discount Store
222,Don Mills,43.7258997,-79.340923,Asian Legend,43.7265905030894,-79.34218786843495,Dim Sum Restaurant
